Номер счёта;Расчётный период;Вид услуги;Начислено;Оплачено;Задолженность;Основание начисления
2100948259;2026-08;ХВО;162,50;162,50;0,00;по счётчику
2100950405;2026-06;ХВ;359,55;359,55;0,00;по счётчику
2100950405;2026-06;ХВО;172,58;172,58;0,00;по счётчику
2100950405;2026-07;ХВ;507,39;507,39;0,00;по счётчику
2100950405;2026-07;ХВО;243,55;243,55;0,00;по счётчику
2100950405;2026-08;ХВ;388,25;388,25;0,00;по счётчику
2100950405;2026-08;ХВО;186,36;186,36;0,00;по счётчику
2100959360;2026-06;ХВ;476,81;476,81;0,00;перерасчёт
2100959360;2026-06;ХВО;228,87;228,87;0,00;перерасчёт
2100959360;2026-07;ХВ;551,90;551,90;0,00;по счётчику
2100959360;2026-07;ХВО;264,91;264,91;0,00;по счётчику
2100959360;2026-08;ХВ;420,82;420,82;0,00;по счётчику
2100959360;2026-08;ХВО;201,99;201,99;0,00;по счётчику
2100960471;2026-06;ХВ;398,77;398,77;0,00;по счётчику
2100960471;2026-06;ХВО;191,41;191,41;0,00;по счётчику
2100960471;2026-07;ХВ;432,02;432,02;0,00;по счётчику
2100960471;2026-07;ХВО;207,37;207,37;0,00;по счётчику
2100960471;2026-08;ХВ;535,81;535,81;0,00;по счётчику
2100960471;2026-08;ХВО;257,19;257,19;0,00;по счётчику
2100960506;2026-06;ХВ;348,38;348,38;0,00;по счётчику
2100960506;2026-06;ХВО;167,22;167,22;0,00;по счётчику
2100960506;2026-07;ХВ;419,26;419,26;0,00;по счётчику
2100960506;2026-07;ХВО;201,24;201,24;0,00;по счётчику
2100960506;2026-08;ХВ;209,64;209,64;0,00;по счётчику
2100960506;2026-08;ХВО;100,63;100,63;0,00;по счётчику
2100971582;2026-06;ХВ;357,90;0,00;357,90;по счётчику
2100971582;2026-06;ХВО;171,79;0,00;171,79;по счётчику
2100971582;2026-07;ХВ;581,52;0,00;581,52;по счётчику
2100971582;2026-07;ХВО;279,13;0,00;279,13;по счётчику
2100971582;2026-08;ХВ;193,51;0,00;193,51;по счётчику
2100971582;2026-08;ХВО;92,88;0,00;92,88;по счётчику
2100980708;2026-06;ХВ;221,05;221,05;0,00;по счётчику
2100980708;2026-06;ХВО;106,10;106,10;0,00;по счётчику
2100980708;2026-07;ХВ;460,24;460,24;0,00;по счётчику
2100980708;2026-07;ХВО;220,92;220,92;0,00;по счётчику
2100980708;2026-08;ХВ;249,96;249,96;0,00;по счётчику
2100980708;2026-08;ХВО;119,98;119,98;0,00;по счётчику
2100982693;2026-06;ХВ;575,94;575,94;0,00;по счётчику
2100982693;2026-06;ХВО;276,45;276,45;0,00;по счётчику
2100982693;2026-07;ХВ;187,42;187,42;0,00;по счётчику
2100982693;2026-07;ХВО;89,96;89,96;0,00;по счётчику
2100982693;2026-08;ХВ;292,77;292,77;0,00;по счётчику
2100982693;2026-08;ХВО;140,53;140,53;0,00;по счётчику
2100990809;2026-06;ХВ;623,28;623,28;0,00;по счётчику
2100990809;2026-06;ХВО;299,17;299,17;0,00;по счётчику
2100990809;2026-07;ХВ;644,13;644,13;0,00;по счётчику
2100990809;2026-07;ХВО;309,18;309,18;0,00;по счётчику
2100990809;2026-08;ХВ;359,68;359,68;0,00;перерасчёт
2100990809;2026-08;ХВО;172,65;172,65;0,00;перерасчёт
2100993704;2026-06;ХВ;223,57;223,57;0,00;по нормативу
2100993704;2026-06;ХВО;107,31;107,31;0,00;по нормативу
2100993704;2026-07;ХВ;604,99;604,99;0,00;по нормативу
2100993704;2026-07;ХВО;290,40;290,40;0,00;по нормативу
2100993704;2026-08;ХВ;181,15;181,15;0,00;по нормативу
2100993704;2026-08;ХВО;86,95;86,95;0,00;по нормативу
